September 24,kyfdx,I sent you a message
September 26,benjaminhf,"A new and mostly positive review by Kelly Blue Book of the TLX. The reviewer says the TLX is likely to be more reliable than some other luxury cars in the long run, which is good news for me since I'm hoping to keep mine for quite a while...."
September 26,stickguy,If I do manage to upgrade to a TLX it would have to be with a 10 year horizon.
September 26,benjaminhf,Thanks. I'll give it a try at some point to merge my accounts.
September 26,benjaminhf,"I'm not sure if I'd have the patience and discipline to really keep a car for ten years—maybe eight?—but if I did this TLX would be the car for that. So far I really like the TLX on all levels—driving dynamics, comfort, awesome sound system, looks. It's by far the best car I've ever had. And given that it's an Acura I can see potentially driving it past the standard 70,000 mile engine and transmission warranty."
September 26,stickguy,They usually go up as the year goes along. Christmas ind Presidents’ Day are good options.
September 26,benjaminhf,"Yeah, I was and am a bit concerned with getting two new cars at once. But so far we haven't regretted it. The CR-V is also an awesome vehicle. We love it for what it can do in terms of large cargo space while still carrying passengers. We use that a lot, actually. And the CR-V is also fun to drive. Anyway, we put an extra 4k down on our the 15k loan we have for the CR-V, and so now the amount owed on it is down to 11k. If we can make another 4k extra in Dec., which might be possible, and then yet another 4k extra early next summer, that along with our monthly payments might get us free and clear on the CR-V by July or so. Then we'll just have the reasonable $229 a month lease on the TLX."
September 26,benjaminhf,"The KBB reviewer makes some good points about the infotainment system on the TLX. As he says, it's not intuitive at first, but over time it becomes pretty good. And I'm now used to it and can use it pretty easily. My wife's new CR-V has just the touchscreen, and in some ways I prefer that, but believe it or not in other ways I prefer the TLX's 2-screen system. Let me try to briefly explain. So with the one touchscreen like with the CR-V—and many new vehicles these days—you are either in one display mode or another for the screen. In other words, if you've called up the stereo controls on the screen, then the map you might be using from AndroidAuto or CarPlay goes away. Same with the climate controls on the CR-V. With the system on the TLX, however, you can have two things going on at the same time. And so your navi screen at the top (which is a good place for it, right below the line of sight outward) can be doing its thing directing you to where you need to go, while the lower screen on the TLX is displaying your stereo and climate controls. Plus the touch screens, to state the obvious, are magnets for dust and fingerprints, and since you don't touch the upper screen on the TLX it stays pristine. Finally, the TLX's touch screen is more responsive than the one on the CR-V. Sometimes you need to press an electronic ""button"" on the CR-V's screen twice to activate it, while one gentle touch on the TLX's screen almost always works the first time."
September 26,stickguy,"I like the 2 screen set up, for just the reason you said.  More real estate, and dedicated map when needed."
September 26,benjaminhf,"My local Cadillac dealer has their last ATS available for lease for $200 a month with ""0 down"":"
September 26,stickguy,I would take it.  without even looking at the link!
September 26,roadburner,That dealer has the same GM as my BMW dealer- the guy that ran off all but two of the BMW salespeople and added dealer packs and a high doc fee.
12:09AM,qbrozen,"The fine lrint for all says ""plus dealer add-ons."" Oh boy."
12:17AM,carnaught,The CTS looks like a smokin’n deal if your name is
12:46AM,stickguy,"so the car is $199/month, and the mop and glow stuff is another $175?"
August 7,benjaminh,"If they keep it around in next four-five years, I think I will make myself to put on a hazmat suit and visit our friendly Kia dealer (oh, boy are they horrible here, or what) to check it out.  It's got a lot of good stuff, but seems like they are still behind on a few things, such as relationship between power and gas mileage (e.g. BMW 340/440 has similar performance, but much better gas mileage as a daily driver), but with appropriate price difference, those objections and shortcomings are not insurmountable.  Biggest thing will be the ""first contact"" with a sales person.  Hope it won't start from ""are you buying it today?"", ""what can I do to make you take it home?"", or ""let me wash your BMW - oh, I can't find the keys"", ""How about I show you the deal - square one, two, three, four""."
August 8,andres3,The lease rate is the factor that stops me cold from taking the leap.
August 8,benjaminh,"Yes, the completely noncomparable M2 would beat the Stinger on track, as would a corvette or sportbike, BTW."
August 8,sda,Why not a Genesis G70 with a manual?
August 8,henryn,"Again, the local dealer are hopeless at best(What can I do to put ya in a car today, pal?)- and with the well know Hyundai proclivity to void warranties at the drop of a hat I could see problems with using it as my instructor car."
August 8,roadburner,"Are you talking about Genesis Dealers or Hyundia dealers?  If you go out to the Genesis web site, I think you will see a completely different type of experience. Just like Infiniti, Lexus and Acura changed the way people looked at Asian cars, Genesis dealers aren't Hyundia dealers. Granted there are no Genesis only dealerships yet, but when Rich and I went and looked at a Genesis G80, the treatment was miles a head of what you get at the Kia or Hyundia salespeople. No pressure they weren't looking to be  your best friend. Just have to wait for the G70 to show up at the dealers."
August 8,Michaell,"Thanks, but I am more than aware of the distinction. The dealer group that owns the future Genesis store(and the current Hyundai store) has less than a stellar reputation. I suspect that their Genesis sales ""experience"" would still require me to take a long hot shower afterwards. Not worth my time."
August 8,Mr_Shiftright,"Yeah, I went once to an AutoNation Lexus store.  It had nice decor and everything, but the experience wasn’t the same as my local BMW dealer.  It was polite, but you could still feel primary focus on sale and closing,  not the product exposition and its potential fit into your life, which I felt at BMW, Audi, or even Volvo stores, every time I visited those.  Something you expect at a good Toyota dealership.  The difference is subtle, but perceptable.  It’s mostly in the types of conversations you have with the salesman, or the manager, if he/she introduces themselves.  After the visit I even received generic template follow up emails from two different managers, even though I made it clear to the sales guy the product was not interesting to me (I was looking at CT200h and it was a total dog, real disappointment).  To their credit, when I responded to them saying don’t call/write and explained why, they left me alone."
August 8,Michaell,"I am the poster formerly known as benjaminh and now as benjaminhf. Just wanted to say I'm still alive, but my 17 year history with Edmunds has seemingly been erased. Also I've been very busy with work. But I wanted to briefly say that I'm still really enjoying the driving experience with my leased 2018 Acura TLX 2.4 Tech. Great car for the money imho. All best wishes out there to the chronic car buyers, etc."
August 8,Mr_Shiftright,Still on the list.  Just have not been looking actively right now.
August 8,Michaell,I sent you a message
August 8,Mr_Shiftright,"A new and mostly positive review by Kelly Blue Book of the TLX. The reviewer says the TLX is likely to be more reliable than some other luxury cars in the long run, which is good news for me since I'm hoping to keep mine for quite a while...."
August 8,ab348,If I do manage to upgrade to a TLX it would have to be with a 10 year horizon.
August 8,Mr_Shiftright,Thanks. I'll give it a try at some point to merge my accounts.
August 10,laurasdada,"I'm not sure if I'd have the patience and discipline to really keep a car for ten years—maybe eight?—but if I did this TLX would be the car for that. So far I really like the TLX on all levels—driving dynamics, comfort, awesome sound system, looks. It's by far the best car I've ever had. And given that it's an Acura I can see potentially driving it past the standard 70,000 mile engine and transmission warranty."
August 11,benjaminh,They usually go up as the year goes along. Christmas ind Presidents’ Day are good options.
August 12,sandman_6472,"Yeah, I was and am a bit concerned with getting two new cars at once. But so far we haven't regretted it. The CR-V is also an awesome vehicle. We love it for what it can do in terms of large cargo space while still carrying passengers. We use that a lot, actually. And the CR-V is also fun to drive. Anyway, we put an extra 4k down on our the 15k loan we have for the CR-V, and so now the amount owed on it is down to 11k. If we can make another 4k extra in Dec., which might be possible, and then yet another 4k extra early next summer, that along with our monthly payments might get us free and clear on the CR-V by July or so. Then we'll just have the reasonable $229 a month lease on the TLX."
August 12,sda,"The KBB reviewer makes some good points about the infotainment system on the TLX. As he says, it's not intuitive at first, but over time it becomes pretty good. And I'm now used to it and can use it pretty easily. My wife's new CR-V has just the touchscreen, and in some ways I prefer that, but believe it or not in other ways I prefer the TLX's 2-screen system. Let me try to briefly explain. So with the one touchscreen like with the CR-V—and many new vehicles these days—you are either in one display mode or another for the screen. In other words, if you've called up the stereo controls on the screen, then the map you might be using from AndroidAuto or CarPlay goes away. Same with the climate controls on the CR-V. With the system on the TLX, however, you can have two things going on at the same time. And so your navi screen at the top (which is a good place for it, right below the line of sight outward) can be doing its thing directing you to where you need to go, while the lower screen on the TLX is displaying your stereo and climate controls. Plus the touch screens, to state the obvious, are magnets for dust and fingerprints, and since you don't touch the upper screen on the TLX it stays pristine. Finally, the TLX's touch screen is more responsive than the one on the CR-V. Sometimes you need to press an electronic ""button"" on the CR-V's screen twice to activate it, while one gentle touch on the TLX's screen almost always works the first time."
August 12,benjaminh,"I like the 2 screen set up, for just the reason you said.  More real estate, and dedicated map when needed."
August 13,andres3,"My local Cadillac dealer has their last ATS available for lease for $200 a month with ""0 down"":"
August 13,stickguy,I would take it.  without even looking at the link!
August 13,andres3,That dealer has the same GM as my BMW dealer- the guy that ran off all but two of the BMW salespeople and added dealer packs and a high doc fee.
August 13,benjaminh,"The fine lrint for all says ""plus dealer add-ons."" Oh boy."
August 13,stickguy,The CTS looks like a smokin’n deal if your name is
August 14,andres3,"so the car is $199/month, and the mop and glow stuff is another $175?"
August 26,flightnurse,"If they keep it around in next four-five years, I think I will make myself to put on a hazmat suit and visit our friendly Kia dealer (oh, boy are they horrible here, or what) to check it out.  It's got a lot of good stuff, but seems like they are still behind on a few things, such as relationship between power and gas mileage (e.g. BMW 340/440 has similar performance, but much better gas mileage as a daily driver), but with appropriate price difference, those objections and shortcomings are not insurmountable.  Biggest thing will be the ""first contact"" with a sales person.  Hope it won't start from ""are you buying it today?"", ""what can I do to make you take it home?"", or ""let me wash your BMW - oh, I can't find the keys"", ""How about I show you the deal - square one, two, three, four""."
September 6,henryn,The lease rate is the factor that stops me cold from taking the leap.
September 7,circlew,"Yes, the completely noncomparable M2 would beat the Stinger on track, as would a corvette or sportbike, BTW."
September 7,qbrozen,Why not a Genesis G70 with a manual?
September 7,roadburner,"Again, the local dealer are hopeless at best(What can I do to put ya in a car today, pal?)- and with the well know Hyundai proclivity to void warranties at the drop of a hat I could see problems with using it as my instructor car."
July 27,benjaminh,"Are you talking about Genesis Dealers or Hyundia dealers?  If you go out to the Genesis web site, I think you will see a completely different type of experience. Just like Infiniti, Lexus and Acura changed the way people looked at Asian cars, Genesis dealers aren't Hyundia dealers. Granted there are no Genesis only dealerships yet, but when Rich and I went and looked at a Genesis G80, the treatment was miles a head of what you get at the Kia or Hyundia salespeople. No pressure they weren't looking to be  your best friend. Just have to wait for the G70 to show up at the dealers."
July 27,benjaminh,"Thanks, but I am more than aware of the distinction. The dealer group that owns the future Genesis store(and the current Hyundai store) has less than a stellar reputation. I suspect that their Genesis sales ""experience"" would still require me to take a long hot shower afterwards. Not worth my time."
July 27,andres3,"Yeah, I went once to an AutoNation Lexus store.  It had nice decor and everything, but the experience wasn’t the same as my local BMW dealer.  It was polite, but you could still feel primary focus on sale and closing,  not the product exposition and its potential fit into your life, which I felt at BMW, Audi, or even Volvo stores, every time I visited those.  Something you expect at a good Toyota dealership.  The difference is subtle, but perceptable.  It’s mostly in the types of conversations you have with the salesman, or the manager, if he/she introduces themselves.  After the visit I even received generic template follow up emails from two different managers, even though I made it clear to the sales guy the product was not interesting to me (I was looking at CT200h and it was a total dog, real disappointment).  To their credit, when I responded to them saying don’t call/write and explained why, they left me alone."
July 27,benjaminh,"I am the poster formerly known as benjaminh and now as benjaminhf. Just wanted to say I'm still alive, but my 17 year history with Edmunds has seemingly been erased. Also I've been very busy with work. But I wanted to briefly say that I'm still really enjoying the driving experience with my leased 2018 Acura TLX 2.4 Tech. Great car for the money imho. All best wishes out there to the chronic car buyers, etc."
July 27,benjaminh,Still on the list.  Just have not been looking actively right now.
July 29,Mr_Shiftright,I sent you a message
July 29,benjaminh,"A new and mostly positive review by Kelly Blue Book of the TLX. The reviewer says the TLX is likely to be more reliable than some other luxury cars in the long run, which is good news for me since I'm hoping to keep mine for quite a while...."
July 29,sda,If I do manage to upgrade to a TLX it would have to be with a 10 year horizon.
July 30,benjaminh,Thanks. I'll give it a try at some point to merge my accounts.
July 30,jpp5862,"I'm not sure if I'd have the patience and discipline to really keep a car for ten years—maybe eight?—but if I did this TLX would be the car for that. So far I really like the TLX on all levels—driving dynamics, comfort, awesome sound system, looks. It's by far the best car I've ever had. And given that it's an Acura I can see potentially driving it past the standard 70,000 mile engine and transmission warranty."
July 30,benjaminh,They usually go up as the year goes along. Christmas ind Presidents’ Day are good options.
July 30,jpp5862,"Yeah, I was and am a bit concerned with getting two new cars at once. But so far we haven't regretted it. The CR-V is also an awesome vehicle. We love it for what it can do in terms of large cargo space while still carrying passengers. We use that a lot, actually. And the CR-V is also fun to drive. Anyway, we put an extra 4k down on our the 15k loan we have for the CR-V, and so now the amount owed on it is down to 11k. If we can make another 4k extra in Dec., which might be possible, and then yet another 4k extra early next summer, that along with our monthly payments might get us free and clear on the CR-V by July or so. Then we'll just have the reasonable $229 a month lease on the TLX."
July 31,sda,"The KBB reviewer makes some good points about the infotainment system on the TLX. As he says, it's not intuitive at first, but over time it becomes pretty good. And I'm now used to it and can use it pretty easily. My wife's new CR-V has just the touchscreen, and in some ways I prefer that, but believe it or not in other ways I prefer the TLX's 2-screen system. Let me try to briefly explain. So with the one touchscreen like with the CR-V—and many new vehicles these days—you are either in one display mode or another for the screen. In other words, if you've called up the stereo controls on the screen, then the map you might be using from AndroidAuto or CarPlay goes away. Same with the climate controls on the CR-V. With the system on the TLX, however, you can have two things going on at the same time. And so your navi screen at the top (which is a good place for it, right below the line of sight outward) can be doing its thing directing you to where you need to go, while the lower screen on the TLX is displaying your stereo and climate controls. Plus the touch screens, to state the obvious, are magnets for dust and fingerprints, and since you don't touch the upper screen on the TLX it stays pristine. Finally, the TLX's touch screen is more responsive than the one on the CR-V. Sometimes you need to press an electronic ""button"" on the CR-V's screen twice to activate it, while one gentle touch on the TLX's screen almost always works the first time."
July 31,benjaminh,"I like the 2 screen set up, for just the reason you said.  More real estate, and dedicated map when needed."
August 1,henryn,"My local Cadillac dealer has their last ATS available for lease for $200 a month with ""0 down"":"
August 1,sda,I would take it.  without even looking at the link!
August 2,andres3,That dealer has the same GM as my BMW dealer- the guy that ran off all but two of the BMW salespeople and added dealer packs and a high doc fee.
August 2,benjaminh,"The fine lrint for all says ""plus dealer add-ons."" Oh boy."
August 2,ab348,The CTS looks like a smokin’n deal if your name is
August 2,benjaminh,"so the car is $199/month, and the mop and glow stuff is another $175?"
August 2,benjaminh,"If they keep it around in next four-five years, I think I will make myself to put on a hazmat suit and visit our friendly Kia dealer (oh, boy are they horrible here, or what) to check it out.  It's got a lot of good stuff, but seems like they are still behind on a few things, such as relationship between power and gas mileage (e.g. BMW 340/440 has similar performance, but much better gas mileage as a daily driver), but with appropriate price difference, those objections and shortcomings are not insurmountable.  Biggest thing will be the ""first contact"" with a sales person.  Hope it won't start from ""are you buying it today?"", ""what can I do to make you take it home?"", or ""let me wash your BMW - oh, I can't find the keys"", ""How about I show you the deal - square one, two, three, four""."
August 3,laurasdada,The lease rate is the factor that stops me cold from taking the leap.
August 3,benjaminh,"Yes, the completely noncomparable M2 would beat the Stinger on track, as would a corvette or sportbike, BTW."
August 3,Mr_Shiftright,Why not a Genesis G70 with a manual?
August 4,benjaminh,"Again, the local dealer are hopeless at best(What can I do to put ya in a car today, pal?)- and with the well know Hyundai proclivity to void warranties at the drop of a hat I could see problems with using it as my instructor car."
August 4,benjaminh,"Are you talking about Genesis Dealers or Hyundia dealers?  If you go out to the Genesis web site, I think you will see a completely different type of experience. Just like Infiniti, Lexus and Acura changed the way people looked at Asian cars, Genesis dealers aren't Hyundia dealers. Granted there are no Genesis only dealerships yet, but when Rich and I went and looked at a Genesis G80, the treatment was miles a head of what you get at the Kia or Hyundia salespeople. No pressure they weren't looking to be  your best friend. Just have to wait for the G70 to show up at the dealers."
August 5,sda,"Thanks, but I am more than aware of the distinction. The dealer group that owns the future Genesis store(and the current Hyundai store) has less than a stellar reputation. I suspect that their Genesis sales ""experience"" would still require me to take a long hot shower afterwards. Not worth my time."
August 5,benjaminh,"Yeah, I went once to an AutoNation Lexus store.  It had nice decor and everything, but the experience wasn’t the same as my local BMW dealer.  It was polite, but you could still feel primary focus on sale and closing,  not the product exposition and its potential fit into your life, which I felt at BMW, Audi, or even Volvo stores, every time I visited those.  Something you expect at a good Toyota dealership.  The difference is subtle, but perceptable.  It’s mostly in the types of conversations you have with the salesman, or the manager, if he/she introduces themselves.  After the visit I even received generic template follow up emails from two different managers, even though I made it clear to the sales guy the product was not interesting to me (I was looking at CT200h and it was a total dog, real disappointment).  To their credit, when I responded to them saying don’t call/write and explained why, they left me alone."
August 5,sda,"I am the poster formerly known as benjaminh and now as benjaminhf. Just wanted to say I'm still alive, but my 17 year history with Edmunds has seemingly been erased. Also I've been very busy with work. But I wanted to briefly say that I'm still really enjoying the driving experience with my leased 2018 Acura TLX 2.4 Tech. Great car for the money imho. All best wishes out there to the chronic car buyers, etc."
August 5,benjaminh,Still on the list.  Just have not been looking actively right now.
July 21,dino001,I sent you a message
July 21,flightnurse,"A new and mostly positive review by Kelly Blue Book of the TLX. The reviewer says the TLX is likely to be more reliable than some other luxury cars in the long run, which is good news for me since I'm hoping to keep mine for quite a while...."
July 21,roadburner,If I do manage to upgrade to a TLX it would have to be with a 10 year horizon.
July 22,Mr_Shiftright,Thanks. I'll give it a try at some point to merge my accounts.
July 22,benjaminh,"I'm not sure if I'd have the patience and discipline to really keep a car for ten years—maybe eight?—but if I did this TLX would be the car for that. So far I really like the TLX on all levels—driving dynamics, comfort, awesome sound system, looks. It's by far the best car I've ever had. And given that it's an Acura I can see potentially driving it past the standard 70,000 mile engine and transmission warranty."
July 22,Mr_Shiftright,They usually go up as the year goes along. Christmas ind Presidents’ Day are good options.
July 22,benjaminh,"Yeah, I was and am a bit concerned with getting two new cars at once. But so far we haven't regretted it. The CR-V is also an awesome vehicle. We love it for what it can do in terms of large cargo space while still carrying passengers. We use that a lot, actually. And the CR-V is also fun to drive. Anyway, we put an extra 4k down on our the 15k loan we have for the CR-V, and so now the amount owed on it is down to 11k. If we can make another 4k extra in Dec., which might be possible, and then yet another 4k extra early next summer, that along with our monthly payments might get us free and clear on the CR-V by July or so. Then we'll just have the reasonable $229 a month lease on the TLX."
July 23,henryn,"The KBB reviewer makes some good points about the infotainment system on the TLX. As he says, it's not intuitive at first, but over time it becomes pretty good. And I'm now used to it and can use it pretty easily. My wife's new CR-V has just the touchscreen, and in some ways I prefer that, but believe it or not in other ways I prefer the TLX's 2-screen system. Let me try to briefly explain. So with the one touchscreen like with the CR-V—and many new vehicles these days—you are either in one display mode or another for the screen. In other words, if you've called up the stereo controls on the screen, then the map you might be using from AndroidAuto or CarPlay goes away. Same with the climate controls on the CR-V. With the system on the TLX, however, you can have two things going on at the same time. And so your navi screen at the top (which is a good place for it, right below the line of sight outward) can be doing its thing directing you to where you need to go, while the lower screen on the TLX is displaying your stereo and climate controls. Plus the touch screens, to state the obvious, are magnets for dust and fingerprints, and since you don't touch the upper screen on the TLX it stays pristine. Finally, the TLX's touch screen is more responsive than the one on the CR-V. Sometimes you need to press an electronic ""button"" on the CR-V's screen twice to activate it, while one gentle touch on the TLX's screen almost always works the first time."
July 23,dino001,"I like the 2 screen set up, for just the reason you said.  More real estate, and dedicated map when needed."
July 23,flightnurse,"My local Cadillac dealer has their last ATS available for lease for $200 a month with ""0 down"":"
July 23,flightnurse,I would take it.  without even looking at the link!
July 23,henryn,That dealer has the same GM as my BMW dealer- the guy that ran off all but two of the BMW salespeople and added dealer packs and a high doc fee.
July 23,kyfdx,"The fine lrint for all says ""plus dealer add-ons."" Oh boy."
July 23,benjaminh,The CTS looks like a smokin’n deal if your name is
July 23,benjaminh,"so the car is $199/month, and the mop and glow stuff is another $175?"
July 23,dino001,"If they keep it around in next four-five years, I think I will make myself to put on a hazmat suit and visit our friendly Kia dealer (oh, boy are they horrible here, or what) to check it out.  It's got a lot of good stuff, but seems like they are still behind on a few things, such as relationship between power and gas mileage (e.g. BMW 340/440 has similar performance, but much better gas mileage as a daily driver), but with appropriate price difference, those objections and shortcomings are not insurmountable.  Biggest thing will be the ""first contact"" with a sales person.  Hope it won't start from ""are you buying it today?"", ""what can I do to make you take it home?"", or ""let me wash your BMW - oh, I can't find the keys"", ""How about I show you the deal - square one, two, three, four""."
July 23,kyfdx,The lease rate is the factor that stops me cold from taking the leap.
July 23,andres3,"Yes, the completely noncomparable M2 would beat the Stinger on track, as would a corvette or sportbike, BTW."
July 23,dino001,Why not a Genesis G70 with a manual?
July 27,benjaminh,"Again, the local dealer are hopeless at best(What can I do to put ya in a car today, pal?)- and with the well know Hyundai proclivity to void warranties at the drop of a hat I could see problems with using it as my instructor car."
July 27,Mr_Shiftright,"Are you talking about Genesis Dealers or Hyundia dealers?  If you go out to the Genesis web site, I think you will see a completely different type of experience. Just like Infiniti, Lexus and Acura changed the way people looked at Asian cars, Genesis dealers aren't Hyundia dealers. Granted there are no Genesis only dealerships yet, but when Rich and I went and looked at a Genesis G80, the treatment was miles a head of what you get at the Kia or Hyundia salespeople. No pressure they weren't looking to be  your best friend. Just have to wait for the G70 to show up at the dealers."
July 27,Michaell,"Thanks, but I am more than aware of the distinction. The dealer group that owns the future Genesis store(and the current Hyundai store) has less than a stellar reputation. I suspect that their Genesis sales ""experience"" would still require me to take a long hot shower afterwards. Not worth my time."
July 27,henryn,"Yeah, I went once to an AutoNation Lexus store.  It had nice decor and everything, but the experience wasn’t the same as my local BMW dealer.  It was polite, but you could still feel primary focus on sale and closing,  not the product exposition and its potential fit into your life, which I felt at BMW, Audi, or even Volvo stores, every time I visited those.  Something you expect at a good Toyota dealership.  The difference is subtle, but perceptable.  It’s mostly in the types of conversations you have with the salesman, or the manager, if he/she introduces themselves.  After the visit I even received generic template follow up emails from two different managers, even though I made it clear to the sales guy the product was not interesting to me (I was looking at CT200h and it was a total dog, real disappointment).  To their credit, when I responded to them saying don’t call/write and explained why, they left me alone."
July 27,kyfdx,"I am the poster formerly known as benjaminh and now as benjaminhf. Just wanted to say I'm still alive, but my 17 year history with Edmunds has seemingly been erased. Also I've been very busy with work. But I wanted to briefly say that I'm still really enjoying the driving experience with my leased 2018 Acura TLX 2.4 Tech. Great car for the money imho. All best wishes out there to the chronic car buyers, etc."
July 27,ab348,Still on the list.  Just have not been looking actively right now.
July 27,Michaell,I sent you a message
July 27,roadburner,"A new and mostly positive review by Kelly Blue Book of the TLX. The reviewer says the TLX is likely to be more reliable than some other luxury cars in the long run, which is good news for me since I'm hoping to keep mine for quite a while...."
July 27,qbrozen,If I do manage to upgrade to a TLX it would have to be with a 10 year horizon.
July 27,brian125,Thanks. I'll give it a try at some point to merge my accounts.
July 27,andres3,"I'm not sure if I'd have the patience and discipline to really keep a car for ten years—maybe eight?—but if I did this TLX would be the car for that. So far I really like the TLX on all levels—driving dynamics, comfort, awesome sound system, looks. It's by far the best car I've ever had. And given that it's an Acura I can see potentially driving it past the standard 70,000 mile engine and transmission warranty."
July 17,benjaminh,They usually go up as the year goes along. Christmas ind Presidents’ Day are good options.
July 17,stickguy,"Yeah, I was and am a bit concerned with getting two new cars at once. But so far we haven't regretted it. The CR-V is also an awesome vehicle. We love it for what it can do in terms of large cargo space while still carrying passengers. We use that a lot, actually. And the CR-V is also fun to drive. Anyway, we put an extra 4k down on our the 15k loan we have for the CR-V, and so now the amount owed on it is down to 11k. If we can make another 4k extra in Dec., which might be possible, and then yet another 4k extra early next summer, that along with our monthly payments might get us free and clear on the CR-V by July or so. Then we'll just have the reasonable $229 a month lease on the TLX."
July 17,benjaminh,"The KBB reviewer makes some good points about the infotainment system on the TLX. As he says, it's not intuitive at first, but over time it becomes pretty good. And I'm now used to it and can use it pretty easily. My wife's new CR-V has just the touchscreen, and in some ways I prefer that, but believe it or not in other ways I prefer the TLX's 2-screen system. Let me try to briefly explain. So with the one touchscreen like with the CR-V—and many new vehicles these days—you are either in one display mode or another for the screen. In other words, if you've called up the stereo controls on the screen, then the map you might be using from AndroidAuto or CarPlay goes away. Same with the climate controls on the CR-V. With the system on the TLX, however, you can have two things going on at the same time. And so your navi screen at the top (which is a good place for it, right below the line of sight outward) can be doing its thing directing you to where you need to go, while the lower screen on the TLX is displaying your stereo and climate controls. Plus the touch screens, to state the obvious, are magnets for dust and fingerprints, and since you don't touch the upper screen on the TLX it stays pristine. Finally, the TLX's touch screen is more responsive than the one on the CR-V. Sometimes you need to press an electronic ""button"" on the CR-V's screen twice to activate it, while one gentle touch on the TLX's screen almost always works the first time."
July 17,kyfdx,"I like the 2 screen set up, for just the reason you said.  More real estate, and dedicated map when needed."
July 17,andres3,"My local Cadillac dealer has their last ATS available for lease for $200 a month with ""0 down"":"
July 19,flightnurse,I would take it.  without even looking at the link!
July 19,stickguy,That dealer has the same GM as my BMW dealer- the guy that ran off all but two of the BMW salespeople and added dealer packs and a high doc fee.
July 19,qbrozen,"The fine lrint for all says ""plus dealer add-ons."" Oh boy."
July 19,benjaminh,The CTS looks like a smokin’n deal if your name is
July 19,qbrozen,"so the car is $199/month, and the mop and glow stuff is another $175?"
July 19,stickguy,"If they keep it around in next four-five years, I think I will make myself to put on a hazmat suit and visit our friendly Kia dealer (oh, boy are they horrible here, or what) to check it out.  It's got a lot of good stuff, but seems like they are still behind on a few things, such as relationship between power and gas mileage (e.g. BMW 340/440 has similar performance, but much better gas mileage as a daily driver), but with appropriate price difference, those objections and shortcomings are not insurmountable.  Biggest thing will be the ""first contact"" with a sales person.  Hope it won't start from ""are you buying it today?"", ""what can I do to make you take it home?"", or ""let me wash your BMW - oh, I can't find the keys"", ""How about I show you the deal - square one, two, three, four""."
July 19,flightnurse,The lease rate is the factor that stops me cold from taking the leap.
July 19,flightnurse,"Yes, the completely noncomparable M2 would beat the Stinger on track, as would a corvette or sportbike, BTW."
July 19,qbrozen,Why not a Genesis G70 with a manual?
July 19,flightnurse,"Again, the local dealer are hopeless at best(What can I do to put ya in a car today, pal?)- and with the well know Hyundai proclivity to void warranties at the drop of a hat I could see problems with using it as my instructor car."
